Sl.no     |Class          |Prior          |Word           |log(Probablity) 
12112     |neg            |0.5            |extraordinary  |-10.687679008673802 
12113     |neg            |0.5            |juzo           |-12.990264101667847 
12114     |neg            |0.5            |narrator       |-10.505357451879847 
12115     |neg            |0.5            |spawn          |-8.815876831772211 
12116     |neg            |0.5            |caravan        |-12.297116921107902 
12117     |neg            |0.5            |evident        |-10.217675379428066 
12118     |neg            |0.5            |pulling        |-10.045825122501407 
12119     |neg            |0.5            |online         |-12.990264101667847 
12120     |neg            |0.5            |writer         |-8.672775988131537 
12121     |neg            |0.5            |writes         |-10.793039524331629 
12122     |neg            |0.5            |fence          |-11.891651812999738 
12123     |neg            |0.5            |sailboat       |-12.297116921107902 
12124     |neg            |0.5            |kidnapper      |-11.891651812999738 
12125     |neg            |0.5            |credible       |-10.282213900565637 
12126     |neg            |0.5            |intentional    |-10.687679008673802 
12127     |neg            |0.5            |scream         |-8.490454431337582 
12128     |neg            |0.5            |firm           |-10.282213900565637 
12129     |neg            |0.5            |contribution   |-11.891651812999738 
12130     |neg            |0.5            |ongoing        |-11.044353952612534 
12131     |neg            |0.5            |ignorant       |-11.044353952612534 
12132     |neg            |0.5            |fire           |-9.119063090759957 
12133     |neg            |0.5            |self-awareness |-11.891651812999738 
12134     |neg            |0.5            |sticking       |-11.603969740547956 
12135     |neg            |0.5            |fashioned      |-12.990264101667847 
12136     |neg            |0.5            |savvy          |-11.891651812999738 
12137     |neg            |0.5            |emperor's      |-12.990264101667847 
12138     |neg            |0.5            |tiger          |-10.592368828869477 
12139     |neg            |0.5            |psychologically|-11.891651812999738 
12140     |neg            |0.5            |everett        |-10.282213900565637 
12141     |neg            |0.5            |disastrous     |-11.044353952612534 
12142     |neg            |0.5            |cassandra      |-12.297116921107902 
12143     |neg            |0.5            |norton's       |-12.990264101667847 
12144     |neg            |0.5            |programs       |-11.380826189233748 
12145     |neg            |0.5            |psychotic      |-10.217675379428066 
12146     |neg            |0.5            |kidnapped      |-10.217675379428066 
12147     |neg            |0.5            |inflicted      |-12.297116921107902 
12148     |neg            |0.5            |infectious     |-12.297116921107902 
12149     |neg            |0.5            |prominent      |-10.592368828869477 
12150     |neg            |0.5            |jewel          |-10.592368828869477 
12151     |neg            |0.5            |voiceover      |-11.603969740547956 
12152     |neg            |0.5            |knocked        |-10.687679008673802 
12153     |neg            |0.5            |bananas        |-11.198504632439793 
12154     |neg            |0.5            |fist           |-11.044353952612534 
12155     |neg            |0.5            |vomit          |-11.198504632439793 
12156     |neg            |0.5            |teaming        |-12.297116921107902 
12157     |neg            |0.5            |counselor      |-10.793039524331629 
12158     |neg            |0.5            |unless         |-9.183601611897528 
12159     |neg            |0.5            |wonderfully    |-10.687679008673802 
12160     |neg            |0.5            |qui-gon        |-11.891651812999738 
12161     |neg            |0.5            |ought          |-10.910822559988011 
12162     |neg            |0.5            |redford's      |-12.990264101667847 
12163     |neg            |0.5            |people         |-6.749988256497078 
12164     |neg            |0.5            |designing      |-11.603969740547956 
12165     |neg            |0.5            |simon          |-9.352677941941462 
12166     |neg            |0.5            |goodfellas     |-12.297116921107902 
12167     |neg            |0.5            |abandon        |-10.793039524331629 
12168     |neg            |0.5            |fish           |-9.556276897182702 
12169     |neg            |0.5            |catatonic      |-11.603969740547956 
12170     |neg            |0.5            |travolta       |-9.0782410962397 
12171     |neg            |0.5            |intolerable    |-11.603969740547956 
12172     |neg            |0.5            |artemus        |-11.198504632439793 
12173     |neg            |0.5            |fletcher       |-11.891651812999738 
